"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","WAB_20min_10mon","WAB_30min_10mon","carotenoidtotal","betacarotenoid_nirs","branch_number","CBB_3mon","DM_gravity","DM_nirs","height_1st_branch","yield_ha","root_weight_plot","frogskin1_5","HCN_linamarase_10mon","vigor1_5","lodging1_3","lodging1_3_6mon","root_number_commercial","root_weight_commercial","stake_plant","planted_number_plot","plant_type","height","height_wt_leaf","harvest_number","root_skin_color1_3","root_constriction1_3","root_type1_5","root_length1_3","root_number","root_weight_air","root_weight_water","root_rot_number","germinated_number_plot","root_peduncle1_3","root_shape1_6","thrips1_5","carotenoid1_8","lodging1_3_4mon","harvest_number_plan","germination_perc","yield_ha_v2","DM_yield_ha"
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_SM4952-5_82",3,82,3,10,"test"," (Operator: lizbethpino, Time: )","SM4952-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,2,1,38.1383797957494,NA,130,15.2777777777778,7.7,1,NA,5,1,NA,6,3.1,10,20,2,250,30,5,3,1,2,3,NA,4125,502,29,20,3,3,1,5,NA,6,100,15.2777777777778,5.8266969132395
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_SM4955-23_94",3,94,6,11,"test"," (Operator: lizbethpino, Time: )","SM4955-23","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,0,1,30.9934665226781,NA,260,15.0793650793651,7.6,1,NA,5,1,NA,2,0.6,6,20,3,260,50,6,3,2,3,2,NA,4050,346,51,20,3,3,1,5,NA,6,100,15.0793650793651,4.67361796770543
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_SM4956-10_90",3,90,5,10,"test"," (Operator: lizbethpino, Time: )","SM4956-10","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,3,1,31.797691927919,NA,120,13.7896825396825,6.95,1,NA,4,1,NA,5,2.7,10,20,2,260,40,6,3,1,3,2,NA,4450,399,28,20,2,3,1,6,NA,6,100,13.7896825396825,4.38480077180628
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_SM4956-6_75",3,75,1,11,"test"," (Operator: lizbethpino, Time: )","SM4956-6","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,4,1,30.6655397390273,NA,140,25.7936507936508,13,1,NA,5,1,NA,11,9.9,12,20,1,310,40,3,3,1,1,3,NA,4600,385,12,9,2,3,1,5,NA,6,45,25.7936507936508,7.90976223427292
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_SM4957-2_74",3,74,1,10,"test"," (Operator: lizbethpino, Time: )","SM4957-2","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,3,1,31.65,NA,70,0.892857142857143,0.45,1,NA,2,1,NA,0,0,10,20,1,190,10,4,1,1,5,1,NA,450,40,3,16,1,2,4,7,NA,6,80,0.892857142857143,0.282589285714286
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_SM4963-25_101",3,101,8,12,"test"," (Operator: lizbethpino, Time: )","SM4963-25","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,1,1,35.5155287658152,NA,120,20.4365079365079,10.3,1,NA,5,1,NA,13,8,10,20,2,300,50,5,3,1,2,3,NA,4700,511,12,19,1,3,1,6,NA,6,95,20.4365079365079,7.25813385491857
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_SM4989-6_89",3,89,5,9,"test"," (Operator: lizbethpino, Time: )","SM4989-6","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,0,1,32.5155757575757,NA,340,17.0634920634921,8.6,1,NA,5,1,NA,5,1.8,12,20,1,340,60,6,3,1,2,3,NA,4550,425,35,20,2,3,1,6,NA,6,100,17.0634920634921,5.54829268879269
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_SM4993-9_83",3,83,3,11,"test"," (Operator: lizbethpino, Time: )","SM4993-9","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,4,1,39.6034154535274,NA,130,3.47222222222222,1.75,1,NA,5,1,NA,0,0,10,20,2,260,20,1,3,2,2,3,NA,1025,132,9,7,3,3,1,5,NA,6,35,3.47222222222222,1.37511859213637
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_SM5007-37_73",3,73,1,9,"test"," (Operator: lizbethpino, Time: )","SM5007-37","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,4,1,36.7597807757167,NA,30,11.4087301587302,5.75,1,NA,5,1,NA,6,3.75,8,20,4,220,NA,5,3,1,3,2,NA,3350,385,16,19,3,3,1,5,NA,6,95,11.4087301587302,4.1938241956423
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_SM5008-19_87",3,87,4,10,"test"," (Operator: lizbethpino, Time: )","SM5008-19","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,3,1,32.135534591195,NA,100,18.0555555555556,9.1,1,NA,4,1,NA,7,2.6,8,20,3,250,40,4,3,2,2,2,NA,4550,416,30,15,1,3,1,4,NA,6,75,18.0555555555556,5.802249301188
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_SM5008-25_104",3,104,8,9,"test"," (Operator: lizbethpino, Time: )","SM5008-25","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,3,1,31.9627314814815,NA,90,21.4285714285714,10.8,1,NA,4,1,NA,17,8.6,8,20,3,230,40,3,3,2,2,3,NA,4750,430,17,4,2,3,2,7,NA,6,20,21.4285714285714,6.84915674603174
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_SM5008-33_102",3,102,8,11,"test"," (Operator: lizbethpino, Time: )","SM5008-33","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,2,1,36.0120672601385,NA,140,26.0912698412698,13.15,1,NA,5,1,NA,12,5.9,12,20,2,260,40,6,3,1,2,2,NA,4550,506,40,18,3,3,1,6,NA,6,90,26.0912698412698,9.39600564426231
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia","Caiseli,Caiselli,CAISELLI","202224BCEAR_cere_rep3_SMB2446-2_103",3,103,8,10,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,0,1,36.3332320162107,NA,120,27.3809523809524,13.8,1,NA,4,1,NA,7,7.8,6,20,3,120,20,4,3,1,2,2,NA,4450,502,25,17,1,3,2,1,NA,6,85,27.3809523809524,9.9483849568196
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia","Tai8","202224BCEAR_cere_rep3_TAI8_85",3,85,4,12,"check"," (Operator: lizbethpino, Time: )","TAI8_is_TAI","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,1,1,38.5728260869565,NA,120,26.6865079365079,13.45,1,NA,4,1,NA,13,7.9,10,20,2,250,40,6,1,1,2,2,NA,4725,585,25,16,1,3,1,2,NA,6,80,26.6865079365079,10.293740295031
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_CG1141-1_14",1,14,4,3,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",2.8,5.09,2.4,1.7,0,NA,34.1159885714286,37.2,130,27.9166666666667,13.4,NA,20.8,4,1,NA,22,8.2,8,20,3,130,30,6,3,1,2,3,7,4870,495,7,16,1,2,1,1,NA,6,80,27.9166666666667,9.52404680952383
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_CG1141-1_22",1,22,6,3,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,0,NA,35.3411141181777,NA,150,25,12,NA,34.7,4,1,NA,32,9,10,20,3,150,20,6,3,1,1,3,63,4970,536,0,18,1,2,1,1,NA,6,90,25,8.83527852954442
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_CM4919-1_4",1,4,1,4,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",1.54,1.67,2.4,1.4,0,NA,31.4159514925373,36.1,100,11.0416666666667,5.3,NA,98.2,4,1,NA,15,3.6,6,20,4,100,20,6,3,1,2,3,37,4700,412,2,20,2,2,1,3,NA,6,100,11.0416666666667,3.46884464396767
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_COL2215_12",1,12,3,4,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,4,NA,37.153498273878,NA,50,12.9166666666667,6.2,NA,37.4,4,1,NA,10,4.2,8,20,4,160,20,6,3,1,2,3,31,4920,575,0,17,2,3,1,2,NA,6,85,12.9166666666667,4.79899352704259
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_COL2215_32",1,32,8,1,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",6.92,14.51,1.8,0.9,4,NA,33.875553505535,39,50,16.6666666666667,8,NA,39,3,2,NA,17,6,10,20,3,130,20,6,3,1,2,3,43,4820,484,6,14,2,3,1,1,NA,6,70,16.6666666666667,5.64592558425584
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_GM10299-1_16",1,16,4,1,"test"," (Operator: lizbethpino, Time: )","GM10299-1","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",0.31,-0.14,10.7,7.3,2,NA,24.212685265911,25.4,110,26.6666666666667,12.8,NA,24.7,4,2,NA,31,10.3,10,20,3,230,30,6,3,1,1,3,63,4820,232,1,12,2,3,1,4,NA,6,60,26.6666666666667,6.45671607090961
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_GM11213-2_11",1,11,3,3,"test"," (Operator: lizbethpino, Time: )","GM11213-2","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,13.2,7.8,2,NA,34.2024361948956,34.6,130,8.33333333333333,4,NA,20.9,4,1,NA,9,1.3,10,20,3,170,20,6,3,1,3,2,45,3360,343,0,19,2,3,1,6,NA,6,95,8.33333333333333,2.8502030162413
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_GM11319-3_13",1,13,4,4,"test"," (Operator: lizbethpino, Time: )","GM11319-3","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,17.4,9.4,4,NA,31.5284077892325,40.2,120,8.54166666666666,4.1,NA,NA,4,1,NA,11,1.9,10,20,3,200,30,6,2,1,3,2,44,3830,338,0,20,2,3,1,6,NA,6,100,8.54166666666667,2.69305149866361
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_GM11365-2_10",1,10,3,2,"test"," (Operator: lizbethpino, Time: )","GM11365-2","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",-0.03,-0.03,13.6,7.5,4,NA,29.9148097076668,32.7,50,8.95833333333333,4.3,NA,34.4,3,1,NA,14,2.9,8,20,3,150,20,6,3,1,3,2,29,3940,314,1,9,2,3,1,6,NA,6,45,8.95833333333333,2.67986836964515
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_GM11365-3_2",1,2,1,2,"test","Frutos (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )","GM11365-3","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",0.49,-0.12,13.6,8.4,4,NA,29.2577958496915,30.9,70,8.33333333333333,4,NA,52.9,4,1,NA,9,2.5,8,20,3,200,20,4,3,1,3,3,26,3860,294,0,12,2,3,1,6,NA,6,60,8.33333333333333,2.43814965414096
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_GM11470-9_31",1,31,8,2,"test"," (Operator: lizbethpino, Time: )","GM11470-9","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,11.8,6.1,3,NA,29.0418918918919,25.5,60,11.0416666666667,5.3,NA,72.9,3,1,NA,16,4.1,10,20,4,140,20,6,3,1,2,3,30,4640,348,2,14,1,2,1,5,NA,6,70,11.0416666666667,3.20670889639641
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_GM3426-5_5",1,5,2,4,"check"," (Operator: lizbethpino, Time: )","GM3426-5","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,NA,NA,0,NA,32.9973254759746,NA,170,7.70833333333333,3.7,NA,157.3,3,1,NA,5,1.1,10,20,2,170,20,6,3,1,3,3,37,3660,351,0,20,2,3,1,5,NA,6,100,7.70833333333333,2.54354383877304
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_GM3426-5_7",1,7,2,2,"check"," (Operator: lizbethpino, Time: )","GM3426-5","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",1.8,2.98,8.9,3.3,1,NA,30.305467372134,30.8,160,23.9583333333333,11.5,NA,107.6,4,1,NA,20,6.8,10,20,2,220,30,6,3,1,2,3,53,4940,404,0,8,2,3,1,5,NA,6,40,23.9583333333333,7.26068489124043
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_GM4486-11_26",1,26,7,2,"test"," (Operator: lizbethpino, Time: )","GM4486-11","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,12.3,7.5,0,NA,28.8392269326683,30.8,150,9.16666666666667,4.4,NA,59.8,3,1,NA,6,1.7,8,20,4,150,20,6,3,1,2,3,38,4330,320,1,15,2,3,1,4,NA,6,75,9.16666666666667,2.64359580216126
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_GM8560-13_30",1,30,8,3,"test"," (Operator: lizbethpino, Time: )","GM8560-13","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,15.7,8.5,1,NA,34.1471915747242,34.5,140,7.5,3.6,NA,73.5,4,1,NA,8,1.4,10,20,3,180,30,6,3,1,3,3,34,3330,339,1,19,2,3,1,6,NA,6,95,7.5,2.56103936810432
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_GM9404-1_1",1,1,1,1,"test"," (Operator: lizbethpino, Time: )","GM9404-1","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",21.56,22.45,13.9,8.5,3,NA,29.1106429391504,37.2,130,10.8333333333333,5.2,NA,NA,3,1,NA,12,2.4,10,20,3,170,30,6,3,1,3,2,39,4710,355,0,16,2,3,1,5,NA,6,80,10.8333333333333,3.15365298507462
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM3536-44_19",1,19,5,3,"test"," (Operator: lizbethpino, Time: )","SM3536-44","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,8,4.4,3,NA,27.0716950713957,28.4,100,12.5,6,NA,28.9,3,1,NA,20,4.7,10,20,3,180,20,6,3,1,2,3,37,4640,298,0,14,2,3,1,4,NA,6,70,12.5,3.38396188392446
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM4569-17_3",1,3,1,3,"test"," (Operator: lizbethpino, Time: )","SM4569-17","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",1.48,1.87,16.1,9,3,NA,30.0993201483313,33.6,95,9.58333333333333,4.6,NA,58.6,4,1,NA,14,2.5,10,20,3,180,10,6,3,1,3,3,49,3520,284,0,20,2,3,1,5,NA,6,100,9.58333333333333,2.88451818088175
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM4850-8_6",1,6,2,3,"test"," (Operator: lizbethpino, Time: )","SM4850-8","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",3.85,5.19,13.7,7.4,4,NA,35.6641597510373,41.3,100,9.16666666666667,4.4,NA,NA,4,1,NA,13,3,10,20,2,210,20,6,3,1,3,2,29,4330,474,0,20,2,3,1,6,NA,6,100,9.16666666666667,3.26921464384509
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM4891-13_24",1,24,6,1,"test"," (Operator: lizbethpino, Time: )","SM4891-13","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,11,5.6,2,NA,28.3298002219756,31.2,130,15,7.2,NA,31.7,4,1,NA,16,5.4,10,20,3,220,20,6,3,1,2,3,30,4850,345,5,11,2,3,1,5,NA,6,55,15,4.24947003329634
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM4897-22_17",1,17,5,1,"test"," (Operator: lizbethpino, Time: )","SM4897-22","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",0.48,1.14,9.3,5,1,NA,26.8735080213904,30.2,155,17.9166666666667,8.6,NA,32.9,3,1,NA,17,7,8,20,3,190,30,6,3,1,2,3,37,4990,315,0,9,2,3,1,5,NA,6,45,17.9166666666667,4.81483685383246
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM4922-6_25",1,25,7,1,"test"," (Operator: lizbethpino, Time: )","SM4922-6","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",-0.61,-1.14,9.8,5.2,2,NA,27.79,27,160,13.125,6.3,NA,43.9,3,1,NA,23,4.9,10,20,2,210,20,6,3,1,2,2,50,4840,330,7,10,2,2,1,6,NA,6,50,13.125,3.6474375
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM4952-5_29",1,29,8,4,"test"," (Operator: lizbethpino, Time: )","SM4952-5","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,14.3,8.2,2,NA,29.597385047385,32.1,110,10.8333333333333,5.2,NA,64.4,4,1,NA,11,2.6,10,20,3,200,20,6,3,1,2,3,33,3090,241,3,19,2,3,1,5,NA,6,95,10.8333333333333,3.20638338013337
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM4955-23_28",1,28,7,4,"test"," (Operator: lizbethpino, Time: )","SM4955-23","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,11.3,5.2,0,NA,27.8833494558646,26.4,230,15.2083333333333,7.3,NA,72.6,5,1,NA,16,4,10,20,2,230,30,6,2,1,2,3,61,4440,305,2,19,2,3,1,6,NA,6,95,15.2083333333333,4.24059272974607
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM4956-10_18",1,18,5,2,"test"," (Operator: lizbethpino, Time: )","SM4956-10","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",0.34,0.6,7.2,4.8,4,NA,22.0216077026422,21.9,80,9.375,4.5,NA,31.8,4,2,NA,12,3.5,10,20,3,210,20,6,3,1,2,3,28,4630,164,3,9,2,3,1,5,NA,6,45,9.375,2.06452572212271
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM4957-2_23",1,23,6,2,"test"," (Operator: lizbethpino, Time: )","SM4957-2","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",0.15,1.17,10,5.7,3,NA,25.8080364427522,24.3,60,10.4166666666667,5,NA,NA,4,1,NA,11,2.7,10,20,3,150,20,6,1,1,2,3,48,3900,223,5,11,2,3,1,5,NA,6,55,10.4166666666667,2.68833712945336
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM4963-25_27",1,27,7,3,"test"," (Operator: lizbethpino, Time: )","SM4963-25","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,13,8.4,3,NA,31.1699004975124,33.9,90,10,4.8,NA,42.3,4,1,NA,7,1.9,10,20,3,210,20,6,3,1,3,3,33,3740,323,1,14,3,3,1,5,NA,6,70,10,3.11699004975124
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM4989-6_21",1,21,6,4,"test"," (Operator: lizbethpino, Time: )","SM4989-6","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,11.9,6.2,0,NA,24.3993058477072,29.1,250,7.29166666666667,3.5,NA,94.4,5,1,NA,9,1.3,10,20,2,250,30,6,3,1,3,2,44,2500,123,5,20,2,3,1,6,NA,6,100,7.29166666666667,1.77911605139532
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM4993-9_8",1,8,2,1,"test"," (Operator: lizbethpino, Time: )","SM4993-9","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",1.35,1.75,16.2,9.9,3,NA,28.3469237435008,31,100,16.875,8.1,NA,43.1,4,1,NA,19,5.9,10,20,3,200,20,5,3,1,2,3,43,4970,354,0,12,2,3,1,6,NA,6,60,16.875,4.78354338171576
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia",NA,"202255BCEAR_stom_rep1_SM5008-25_15",1,15,4,2,"test"," (Operator: lizbethpino, Time: )","SM5008-25","test",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",NA,NA,8.5,4.4,4,NA,28.1840929808569,29.3,50,12.5,6,NA,46.8,4,1,NA,14,3.3,10,20,3,230,20,6,3,1,3,3,35,4720,332,1,11,2,2,1,6,NA,6,55,12.5,3.52301162260711
2022,"202255BCEAR_stom","202255BCEAR_stom",4,4,"2022-August-05","2023-April-10","Santo Tomas. Atlantico, Colombia","Caiseli,Caiselli,CAISELLI","202255BCEAR_stom_rep1_SMB2446-2_9",1,9,3,1,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",10.75,-74.81666667,59,"Atlantico","Colombia","Subhumid lowland tropics","stom",3.55,5.35,2.1,1.1,0,NA,37.4652414486921,41.7,170,12.0833333333333,5.8,NA,72.5,3,1,NA,14,4.8,8,20,3,170,30,6,3,1,2,3,30,4510,534,10,16,1,3,1,1,NA,6,80,12.0833333333333,4.52705000838362
